# Time-averaged data for fix muavg
# TimeStep v_muex v_boltz v_wvol
90200 -1.90673 24.4918 15791.2
90300 7.51238 3.36785e-06 15754.5
90400 1.21679 0.129894 15732.5
90500 -0.175473 1.34224 15790.3
90600 0.71561 0.301085 15838
90700 -2.08188 32.8561 15814.5
90800 5.83274 5.63567e-05 15745.7
90900 1.0408 0.1745 15731.2
91000 1.5477 0.0745628 15695.1
91100 3.30498 0.00391179 15644.9
91200 2.4414 0.0166524 15600.4
91300 1.46907 0.0850754 15632.4
91400 3.20927 0.00459298 15615.4
91500 0.910093 0.217276 15575.6
91600 -1.40354 10.5306 15541.8
91700 3.51112 0.00276827 15506.7
91800 4.40005 0.000623212 15555.3
91900 2.83758 0.00856783 15624.4
92000 2.72721 0.0103102 15678.7
92100 1.54171 0.075316 15684.4
92200 6.5243 1.76665e-05 15650.7
92300 3.62899 0.00227164 15616.8
92400 -1.48433 12.059 15647.6
92500 0.0424814 0.931221 15709.9
92600 6.04224 3.96577e-05 15749.6
92700 3.34045 0.00368583 15711.7
92800 4.89083 0.000273595 15713.1
92900 1.63833 0.0640479 15788
93000 -0.653596 2.99319 15880.9
93100 -0.933465 4.78646 15850.5
93200 3.21776 0.00452809 15728.4
93300 4.60097 0.000444905 15651
93400 0.9886 0.190467 15597.8
93500 5.1602 0.000174133 15549.6
93600 1.99045 0.0354802 15430.6
93700 6.88065 9.71754e-06 15308.1
93800 4.23666 0.000819711 15253.8
93900 3.83824 0.00159921 15300.1
94000 1.69347 0.0583898 15395.9
94100 -0.321197 1.71391 15522.6
94200 -0.41206 1.99609 15730.9
94300 0.889636 0.224861 15840.5
94400 2.4035 0.0177455 15867.8
94500 1.19328 0.135118 15814.6
94600 6.2649 2.72976e-05 15683.8
94700 0.887354 0.225723 15609.5
94800 1.43694 0.0897875 15629.7
94900 2.80507 0.00904796 15693.7
95000 0.715783 0.300998 15761.2
95100 7.74122 2.29428e-06 15751.6
95200 -0.520553 2.3945 15722.4
95300 1.27768 0.117283 15727
95400 1.30169 0.112653 15713
95500 1.11054 0.155236 15661.5
95600 2.40825 0.0176048 15592
95700 0.996552 0.187944 15502.5
95800 4.05236 0.00111666 15464.8
95900 5.52 9.52282e-05 15404.3
96000 3.79942 0.00170679 15378
96100 2.92318 0.00742188 15429.1
96200 6.11071 3.53545e-05 15447.6
96300 3.03566 0.00614568 15468
96400 0.505108 0.428585 15517.3
96500 9.69953 8.5911e-08 15591
96600 -2.16946 38.0552 15642.3
96700 2.98793 0.00665797 15664.1
96800 5.8542 5.43636e-05 15716.9
96900 2.39278 0.0180675 15684.3
97000 0.984941 0.19164 15564.9
97100 1.1729 0.139816 15432.3
97200 -2.50696 67.0312 15365
97300 1.29311 0.114286 15349.8
97400 3.47338 0.00294917 15331.9
97500 6.20884 2.99889e-05 15366.6
97600 0.472603 0.452602 15430.4
97700 1.62216 0.0658089 15451.4
97800 -1.32707 9.263 15471.1
97900 0.49242 0.437804 15538.7
98000 -0.763581 3.59962 15602.4
98100 7.03054 7.5573e-06 15601.7
98200 -1.35513 9.70928 15528.3
98300 2.52678 0.0144305 15452.6
98400 1.36259 0.101713 15377
98500 2.43362 0.0168713 15395.1
98600 2.35981 0.019095 15472.5
98700 7.86545 1.8627e-06 15538.2
98800 1.54152 0.0753405 15586.1
98900 2.60754 0.0126023 15609.6
99000 2.06222 0.0314563 15582.7
99100 13.1043 2.8428e-10 15490
99200 1.57934 0.0707093 15392.8
99300 8.92421 3.15397e-07 15375.6
99400 0.307135 0.597389 15391.2
99500 4.85705 0.000289547 15443.9
99600 1.25802 0.121215 15531.4
99700 4.47069 0.000553569 15643.6
99800 -1.47594 11.8905 15799
99900 3.22302 0.00448829 15847.7
100000 0.532038 0.409655 15783.4
100100 5.61942 8.06009e-05 15723.5
100200 -1.97019 27.2429 15732.3
100300 6.02722 4.06691e-05 15788.1
100400 10.3934 2.68258e-08 15835.9
100500 -4.01444 840.336 15890.2
100600 2.71726 0.0104839 15873.3
100700 -0.474295 2.21573 15773.5
100800 -1.32102 9.16936 15649.1
100900 1.0401 0.174705 15566.9
101000 5.15433 0.000175854 15528.6
101100 -1.01709 5.50728 15571.2
101200 1.34672 0.104457 15656.7
101300 0.908445 0.217877 15689.7
101400 4.8773 0.000279877 15669.5
101500 6.3602 2.32647e-05 15671.7
101600 -0.826759 4.00203 15675.1
101700 1.56089 0.0729323 15654.3
101800 -0.0642669 1.11383 15574.2
101900 -1.04797 5.80001 15508.2
102000 7.13214 6.37311e-06 15514.9
102100 -2.48696 64.8204 15577.7
102200 2.83645 0.00858401 15642.1
102300 0.51821 0.419268 15663.6
102400 -0.099656 1.18195 15667.1
102500 2.31114 0.020719 15660.3
102600 -4.95498 4070.3 15662.3
102700 0.673213 0.323277 15638.8
102800 1.82629 0.0467277 15676.8
102900 1.59044 0.069405 15758.8
